condition,drugName,avg_rating,review_count,avg_useful,log_useful,log_review_count
Abnormal Uterine Bleeding,Seasonale,4.4,5,3.6,1.5260563034950494,1.791759469228055
Abnormal Uterine Bleeding,Seasonique,3.6862745098039214,51,9.352941176470589,2.3372706509819356,3.9512437185814275
Abnormal Uterine Bleeding,Sprintec,3.849056603773585,53,8.547169811320755,2.2562447557353438,3.9889840465642745
Abnormal Uterine Bleeding,Sronyx,4.333333333333333,6,4.166666666666667,1.6422277352570913,1.9459101490553132
Abnormal Uterine Bleeding,Tri-Lo-Sprintec,1.125,8,2.5,1.252762968495368,2.1972245773362196
Abnormal Uterine Bleeding,Tri-Previfem,2.875,16,9.25,2.327277705584417,2.833213344056216
Abnormal Uterine Bleeding,Tri-Sprintec,5.103448275862069,29,7.862068965517241,2.181780254908746,3.4011973816621555
Abnormal Uterine Bleeding,TriNessa,5.933333333333334,15,4.333333333333333,1.6739764335716716,2.772588722239781
Abortion,Misoprostol,8.0,6,14.666666666666666,2.751535313041949,1.9459101490553132
Acne,Absorica,6.0,4,6.5,2.0149030205422647,1.6094379124341003
Acne,Acanya,7.345454545454546,55,11.981818181818182,2.5635497771071134,4.02535169073515
Acne,Accutane,8.399071925754061,431,23.211136890951277,3.1868127294075532,6.068425588244111
Acne,Acticlate,8.333333333333334,3,8.333333333333334,2.2335922215070942,1.3862943611198906
Acne,Aczone,7.309523809523809,168,17.261904761904763,2.904817183083888,5.1298987149230735
Acne,Adapalene,7.2100840336134455,238,19.50420168067227,3.0206298251757184,5.476463551931511
Acne,Adapalene / benzoyl peroxide,7.446069469835466,547,11.056672760511884,2.489618262729434,6.306275286948016
Acne,Adoxa,8.75,4,17.5,2.917770732084279,1.6094379124341003
Acne,Aldactone,9.8,5,93.8,4.551769409260976,1.791759469228055
Acne,Altabax,8.333333333333334,3,3.3333333333333335,1.4663370687934272,1.3862943611198906
Acne,Amnesteem,7.68,25,10.52,2.444084655267745,3.258096538021482
Acne,Atralin,8.121212121212121,33,32.21212121212121,3.5029149060414806,3.5263605246161616
Acne,Azelaic acid,7.833333333333333,24,19.166666666666668,3.004031076368686,3.2188758248682006
Acne,Bactrim,8.984848484848484,66,26.348484848484848,3.308661128740556,4.204692619390966
Acne,Bactrim DS,7.65,20,13.1,2.6461747973841225,3.044522437723423
Acne,BenzEFoam,8.0,4,19.5,3.0204248861443626,1.6094379124341003
Acne,Benzaclin,8.859375,64,13.921875,2.7028282571210585,4.174387269895637
Acne,Benzamycin,7.666666666666667,6,15.166666666666666,2.782951509275328,1.9459101490553132
Acne,Benzoyl peroxide,8.576923076923077,26,15.038461538461538,2.7749896837773194,3.295836866004329
Acne,Benzoyl peroxide / clindamycin,7.952247191011236,356,12.213483146067416,2.5812377587264326,5.877735781779639
Acne,Benzoyl peroxide / erythromycin,8.551724137931034,29,13.793103448275861,2.694161088941543,3.4011973816621555
Acne,Beyaz,7.6,25,9.88,2.3869262414277967,3.258096538021482
Acne,Cephalexin,6.666666666666667,3,23.0,3.1780538303479458,1.3862943611198906
Acne,Claravis,8.446808510638299,94,14.840425531914894,2.762565250414005,4.553876891600541
Acne,Clarifoam EF,8.142857142857142,7,18.285714285714285,2.959364629383116,2.0794415416798357
Acne,Clindamycin,7.742424242424242,66,32.13636363636363,3.500631278650342,4.204692619390966
Acne,Clindamycin / tretinoin,7.462264150943396,106,10.867924528301886,2.4738393431483185,4.672828834461906
Acne,Dapsone,7.329479768786127,173,16.786127167630056,2.878418780824263,5.159055299214529
Acne,Differin,7.430656934306569,137,26.744525547445257,3.323038543161124,4.927253685157205
Acne,Doryx,7.653846153846154,52,20.673076923076923,3.076070795458349,3.970291913552122
Acne,Doxy 100,9.0,5,28.2,3.374168709274236,1.791759469228055
Acne,Doxycycline,7.32,500,14.972,2.7708371892009747,6.2166061010848646
Acne,Drospirenone / ethinyl estradiol,7.0411985018726595,267,13.928838951310862,2.7032948423724905,5.5909869805108565
Acne,Drospirenone / ethinyl estradiol / levomefolate calcium,7.6,25,9.88,2.3869262414277967,3.258096538021482
Acne,Duac,7.6,160,15.025,2.7741500028067336,5.081404364984463
Acne,Epiduo,7.440993788819876,483,12.289855072463768,2.5870009676592054,6.182084906716632
Acne,Epiduo Forte,7.0,19,4.105263157894737,1.6302719993369423,2.995732273553991
Acne,Estarylla,5.5,6,5.0,1.791759469228055,1.9459101490553132
Acne,Ethinyl estradiol / norethindrone,3.8106508875739644,169,8.059171597633137,2.2037776807346106,5.135798437050262
Acne,Ethinyl estradiol / norgestimate,5.885185185185185,270,9.348148148148148,2.3368075808185322,5.602118820879701
Acne,Finacea,8.384615384615385,13,30.0,3.4339872044851463,2.6390573296152584
Acne,Gianvi,7.4,30,9.166666666666666,2.3191143949452564,3.4339872044851463
Acne,Gildess Fe 1 / 20,5.0,11,3.272727272727273,1.452252328911688,2.4849066497880004
Acne,Gildess Fe 1.5 / 30,5.6,5,2.4,1.2237754316221157,1.791759469228055
Acne,Isotretinoin,8.353372434017595,682,17.978005865102638,2.943280722598976,6.52649485957079
Acne,Junel Fe 1 / 20,5.5625,16,9.5,2.3513752571634776,2.833213344056216
Acne,Junel Fe 1.5 / 30,1.6666666666666667,3,0.3333333333333333,0.2876820724517809,1.3862943611198906
Acne,Keflex,6.666666666666667,3,23.0,3.1780538303479458,1.3862943611198906
Acne,Loestrin 24 Fe,3.2658227848101267,79,11.151898734177216,2.4974854319948605,4.382026634673881
Acne,Loryna,5.65,20,3.15,1.423108334242607,3.044522437723423
Acne,Magnesium hydroxide,8.333333333333334,3,29.333333333333332,3.41224721784874,1.3862943611198906
Acne,Microgestin Fe 1 / 20,4.421052631578948,19,9.421052631578947,2.343828051528095,2.995732273553991
Acne,Microgestin Fe 1.5 / 30,2.8,5,1.4,0.8754687373538999,1.791759469228055
Acne,Minocin,7.0,10,16.4,2.856470206220483,2.3978952727983707
Acne,Minocycline,6.327327327327327,333,12.105105105105105,2.5730018569725175,5.811140992976701
Acne,Monodox,7.793103448275862,29,22.0,3.1354942159291497,3.4011973816621555
Acne,Ocella,7.875,16,7.875,2.1832383353614797,2.833213344056216
Acne,Onexton,8.5,16,8.9375,2.2963154799804504,2.833213344056216
Acne,Ortho Tri-Cyclen,5.76595744680851,47,12.76595744680851,2.622198692790842,3.871201010907891
Acne,PanOxyl,9.6,5,18.4,2.9652730660692823,1.791759469228055
Acne,Retapamulin,8.333333333333334,3,3.3333333333333335,1.4663370687934272,1.3862943611198906
Acne,Retin A Micro,8.333333333333334,3,29.333333333333332,3.41224721784874,1.3862943611198906
Acne,Retin-A,8.428571428571429,42,37.04761904761905,3.6388385080428516,3.7612001156935624
Acne,SMZ-TMP DS,7.0,3,22.0,3.1354942159291497,1.3862943611198906
Acne,Solodyn,6.857142857142857,84,19.726190476190474,3.031398140924875,4.442651256490317
Acne,Spironolactone,7.80672268907563,238,25.46638655462185,3.275875495950454,5.476463551931511
Acne,Sulfacetamide sodium / sulfur,7.826086956521739,23,12.608695652173912,2.6107089746110033,3.1780538303479458
Acne,Sulfamethoxazole / trimethoprim,8.304,125,18.448,2.967744237013822,4.836281906951478
Acne,Tazarotene,8.25,12,12.25,2.583997552432231,2.5649493574615367
Acne,Tazorac,8.1,10,14.1,2.714694743820879,2.3978952727983707
Acne,Tetracycline,7.7,20,10.25,2.4203681286504293,3.044522437723423
Acne,Tretinoin,7.907894736842105,304,22.68421052631579,3.1648086035979253,5.720311776607412
Acne,Tri-Linyah,5.0,4,4.5,1.7047480922384253,1.6094379124341003
Acne,Tri-Previfem,5.517241379310345,29,11.89655172413793,2.556959967428058,3.4011973816621555
Acne,Tri-Sprintec,5.695121951219512,82,9.695121951219512,2.36978774510793,4.418840607796598
Acne,TriNessa,6.584415584415584,77,9.376623376623376,2.339555523912591,4.356708826689592
Acne,TriNessa Lo,6.0,3,2.0,1.0986122886681098,1.3862943611198906
Acne,Veltin,7.333333333333333,24,11.166666666666666,2.498699971920336,3.2188758248682006
Acne,Vibramycin,7.666666666666667,3,6.666666666666667,2.03688192726104,1.3862943611198906
Acne,Yasmin,6.8977272727272725,88,17.079545454545453,2.8947812138595803,4.48863636973214
Acne,Yaz,7.186274509803922,102,17.08823529411765,2.8952617431903565,4.634728988229636
Acne,Zenatane,8.444444444444445,9,6.111111111111111,1.9616585060234524,2.302585092994046
Acne,Ziana,7.3538461538461535,65,12.984615384615385,2.6379578242818416,4.189654742026425
Actinic Keratosis,Carac,9.25,4,22.5,3.1570004211501135,1.6094379124341003
Actinic Keratosis,Efudex,5.5,4,54.75,4.020877410340228,1.6094379124341003
Actinic Keratosis,Fluorouracil,6.7727272727272725,22,23.545454545454547,3.2005266862000044,3.1354942159291497
Actinic Keratosis,Tolak,4.0,3,7.333333333333333,2.120263536200091,1.3862943611198906
Acute Coronary Syndrome,Brilinta,4.647058823529412,17,20.529411764705884,3.06941998934515,2.8903717578961645
Acute Coronary Syndrome,Effient,7.538461538461538,13,23.23076923076923,3.1876232813640963,2.6390573296152584
Acute Coronary Syndrome,Prasugrel,7.538461538461538,13,23.23076923076923,3.1876232813640963,2.6390573296152584
Acute Coronary Syndrome,Ticagrelor,5.1,20,17.85,2.93651291389402,3.044522437723423
Addison's Disease,Dexamethasone,9.0,4,6.0,1.9459101490553132,1.6094379124341003
Addison's Disease,Hydrocortisone,8.666666666666666,3,3.6666666666666665,1.5404450409471488,1.3862943611198906
Adrenocortical Insufficiency,Cortef,9.333333333333334,3,27.666666666666668,3.355735007585398,1.3862943611198906
Adrenocortical Insufficiency,Hydrocortisone,7.5,6,19.666666666666668,3.028522096376982,1.9459101490553132
Adult Human Growth Hormone Deficiency,Somatropin,8.666666666666666,6,16.333333333333332,2.8526314299133175,1.9459101490553132
Agitated State,Abilify,6.409090909090909,22,33.13636363636363,3.530363198405819,3.1354942159291497
Agitated State,Aripiprazole,6.583333333333333,24,30.75,3.457892725338701,3.2188758248682006
Agitation,Citalopram,6.666666666666667,3,6.0,1.9459101490553132,1.3862943611198906
Agitation,Olanzapine,9.2,5,11.8,2.5494451709255714,1.791759469228055
Agitation,Risperidone,2.6666666666666665,3,6.0,1.9459101490553132,1.3862943611198906
Alcohol Dependence,Acamprosate,8.867132867132867,143,62.65734265734266,4.153514678245381,4.969813299576001
Alcohol Dependence,Antabuse,9.0,49,93.28571428571429,4.546329685965158,3.912023005428146
Alcohol Dependence,Campral,9.008196721311476,122,70.4672131147541,4.269238786694559,4.812184355372417
Alcohol Dependence,Disulfiram,8.672131147540984,61,77.27868852459017,4.3602753887415195,4.127134385045092
Alcohol Dependence,Naltrexone,8.631147540983607,122,63.31147540983606,4.163738082036241,4.812184355372417
Alcohol Dependence,Revia,9.2,5,154.2,5.0447146077491185,1.791759469228055
Alcohol Dependence,Vivitrol,8.733333333333333,15,95.53333333333333,4.569888371843452,2.772588722239781
Alcohol Withdrawal,Baclofen,9.037037037037036,54,47.81481481481482,3.8880338490581234,4.007333185232471
Alcohol Withdrawal,Chlordiazepoxide,9.48314606741573,89,51.01123595505618,3.9514597712991306,4.499809670330265
Alcohol Withdrawal,Clonidine,6.666666666666667,3,24.0,3.2188758248682006,1.3862943611198906
Alcohol Withdrawal,Diazepam,8.88888888888889,9,40.111111111111114,3.7162784283020507,2.302585092994046
Alcohol Withdrawal,Gabapentin,8.6,30,64.8,4.186619838331271,3.4339872044851463
Alcohol Withdrawal,Librium,9.55,80,56.2125,4.046772405979761,4.394449154672439
Alcohol Withdrawal,Oxazepam,8.666666666666666,3,32.333333333333336,3.506557897319982,1.3862943611198906
Alcohol Withdrawal,Valium,8.571428571428571,7,48.57142857142857,3.903414630891546,2.0794415416798357
Allergic Reactions,Benadryl,7.5,10,14.5,2.740840023925201,2.3978952727983707
Allergic Reactions,Benadryl Allergy,8.4,10,24.3,3.2308043957334744,2.3978952727983707
Allergic Reactions,Chlor-Trimeton,9.5,4,19.25,3.0081547935525483,1.6094379124341003
Allergic Reactions,Chlorpheniramine,9.444444444444445,9,12.0,2.5649493574615367,2.302585092994046
Allergic Reactions,Cyproheptadine,9.166666666666666,6,13.166666666666666,2.6508917872622613,1.9459101490553132
Allergic Reactions,Diphenhydramine,8.08,25,16.72,2.8746939451769347,3.258096538021482
Allergic Reactions,EpiPen,10.0,3,13.666666666666666,2.6855773452501515,1.3862943611198906
Allergic Reactions,Epinephrine,9.25,4,11.5,2.5257286443082556,1.6094379124341003
Allergic Reactions,Phenergan,7.0,3,16.666666666666668,2.8716796248840124,1.3862943611198906
Allergic Reactions,Prednisone,7.038461538461538,26,27.73076923076923,3.3579686471113352,3.295836866004329
Allergic Reactions,Promethazine,7.6,5,10.6,2.451005098112319,1.791759469228055
Allergic Reactions,Triamcinolone,9.25,4,4.5,1.7047480922384253,1.6094379124341003
Allergic Rhinitis,Actifed,7.0,3,7.666666666666667,2.1594842493533726,1.3862943611198906
Allergic Rhinitis,Allegra,6.925,40,17.95,2.9418039315284354,3.713572066704308
Allergic Rhinitis,Allegra Allergy,1.6666666666666667,6,3.6666666666666665,1.5404450409471488,1.9459101490553132
Allergic Rhinitis,Allegra-D 12 Hour,8.285714285714286,7,9.571428571428571,2.3581549441488563,2.0794415416798357
Allergic Rhinitis,Allegra-D 24 Hour,7.416666666666667,12,9.75,2.3749057545736716,2.5649493574615367
Allergic Rhinitis,Astelin,9.545454545454545,11,29.363636363636363,3.4132457201783297,2.4849066497880004
Allergic Rhinitis,Astepro,8.5,16,19.0625,2.9988524008902346,2.833213344056216
Allergic Rhinitis,Azelastine,7.636363636363637,55,16.581818181818182,2.8668653102208235,4.02535169073515
Allergic Rhinitis,Azelastine / fluticasone,6.661538461538462,65,10.169230769230769,2.413162744929159,4.189654742026425
Allergic Rhinitis,Beclomethasone,7.461538461538462,13,3.4615384615384617,1.4954936530848826,2.6390573296152584
Allergic Rhinitis,Benadryl,6.555555555555555,9,8.0,2.1972245773362196,2.302585092994046
Allergic Rhinitis,Brompheniramine,9.5,4,5.0,1.791759469228055,1.6094379124341003
Allergic Rhinitis,Budesonide,7.875,8,8.75,2.277267285009756,2.1972245773362196
Allergic Rhinitis,Carbinoxamine,9.333333333333334,3,2.3333333333333335,1.2039728043259361,1.3862943611198906
Allergic Rhinitis,Cetirizine,6.7368421052631575,95,16.526315789473685,2.863703510814003,4.564348191467836
Allergic Rhinitis,Cetirizine / pseudoephedrine,9.666666666666666,3,12.0,2.5649493574615367,1.3862943611198906
Allergic Rhinitis,Children's Claritin Allergy,8.333333333333334,3,15.333333333333334,2.793208009442517,1.3862943611198906
Allergic Rhinitis,Chlor-Trimeton,9.666666666666666,6,19.333333333333332,3.0122615755052013,1.9459101490553132
Allergic Rhinitis,Chlorpheniramine,9.416666666666666,12,14.916666666666666,2.7673667782586295,2.5649493574615367
Allergic Rhinitis,Chlorpheniramine / phenylephrine,10.0,4,6.25,1.9810014688665833,1.6094379124341003
Allergic Rhinitis,Chlorpheniramine / pseudoephedrine,8.714285714285714,7,5.285714285714286,1.8382794848629478,2.0794415416798357
Allergic Rhinitis,Ciclesonide,7.5,8,11.75,2.545531271604435,2.1972245773362196
Allergic Rhinitis,Clarinex,6.75,4,11.25,2.505525936990736,1.6094379124341003
Allergic Rhinitis,Claritin,3.9375,16,20.9375,3.0881975012260847,2.833213344056216
Allergic Rhinitis,Claritin-D,4.777777777777778,9,17.77777777777778,2.932674137586854,2.302585092994046
Allergic Rhinitis,Desloratadine,6.25,12,5.333333333333333,1.8458266904983307,2.5649493574615367
Allergic Rhinitis,Dexbrompheniramine / pseudoephedrine,9.88888888888889,18,11.777777777777779,2.5477075510270306,2.9444389791664403
Allergic Rhinitis,Diphenhydramine,6.769230769230769,13,7.153846153846154,2.0984897366505306,2.6390573296152584
Allergic Rhinitis,Drixoral Cold and Allergy,9.9375,16,12.6875,2.6164830075767194,2.833213344056216
Allergic Rhinitis,Dymista,6.661538461538462,65,10.169230769230769,2.413162744929159,4.189654742026425
Allergic Rhinitis,Fexofenadine,6.566666666666666,60,13.85,2.6979998652487085,4.110873864173311
Allergic Rhinitis,Fexofenadine / pseudoephedrine,7.366666666666666,30,7.033333333333333,2.0835995518284998,3.4339872044851463
Allergic Rhinitis,Flonase,6.114285714285714,35,20.085714285714285,3.048595763111059,3.58351893845611
Allergic Rhinitis,Fluticasone,6.092592592592593,54,14.444444444444445,2.7372493557944724,4.007333185232471
Allergic Rhinitis,Kenalog-40,9.75,4,24.75,3.248434627109745,1.6094379124341003
Allergic Rhinitis,Levocetirizine,7.774193548387097,31,18.838709677419356,2.9876350633213717,3.4657359027997265
Allergic Rhinitis,Loratadine,5.658536585365853,41,15.829268292682928,2.823119530886997,3.7376696182833684
Allergic Rhinitis,Loratadine / pseudoephedrine,4.846153846153846,13,13.461538461538462,2.6714926053684125,2.6390573296152584
Allergic Rhinitis,Methylprednisolone,4.6923076923076925,13,12.76923076923077,2.622436448379218,2.6390573296152584
Allergic Rhinitis,Mometasone,7.294117647058823,34,14.294117647058824,2.727468286959312,3.5553480614894135
Allergic Rhinitis,Montelukast,5.686046511627907,86,31.872093023255815,3.4926240614400825,4.465908118654584
Allergic Rhinitis,Nasacort,5.775,40,13.95,2.7047112998366956,3.713572066704308
Allergic Rhinitis,Nasacort AQ,9.666666666666666,3,18.666666666666668,2.9789251552376097,1.3862943611198906
Allergic Rhinitis,Nasacort Allergy 24HR,6.125,8,2.625,1.2878542883066382,2.1972245773362196
Allergic Rhinitis,Nasonex,7.266666666666667,30,15.966666666666667,2.8312506348883675,3.4339872044851463
Allergic Rhinitis,Olopatadine,8.181818181818182,11,15.272727272727273,2.7894905330423847,2.4849066497880004
Allergic Rhinitis,Omnaris,7.5,8,11.75,2.545531271604435,2.1972245773362196
Allergic Rhinitis,Patanase,8.181818181818182,11,15.272727272727273,2.7894905330423847,2.4849066497880004
Allergic Rhinitis,Pseudoephedrine / triprolidine,7.75,4,6.75,2.0476928433652555,1.6094379124341003
Allergic Rhinitis,QNASL,8.0,6,4.833333333333333,1.7635885922613586,1.9459101490553132
